ID	DOCULECT	CONCEPT	GERMAN	CONCEPTICON	CONCEPTICON_GLOSS	IDS	VALUE	FORM	TOKENS	ORIGIN	SOURCE	SOURCE_FORM	MORPHEMES	COGIDS	NOTE	ROOTIDS
729	German	mirror	der Spiegel	1171	MIRROR	6-960	Spiegel	spiegel	ʃ p iː g ə l	Entlehnung	l	speculum	!mirror	1041		0
730	German	dwell, live	wohnen	363	DWELL (LIVE, RESIDE)	7-110	wohnen	wohnen	v oː n + ə n	Stammwort			reside _-:inf	1204 2		0
731	German	house	das Haus	1252	HOUSE	7-120	Haus	haus	h au s	Stammwort			house	495		0
732	German	hut	der Hut	1678	HUT	7-130	die Hütte	hütte	h y t + ə	Stammwort			hat _-:suffix.f.s/e	1105 91		0
733	German	garden-house	das Gartenhaus	403	GARDEN-HOUSE	7-131	das Gartenhaus	gartenhaus	g a r t ə n + h au s				*garden house	112 495		0
734	German	garden-house	das Gartenhaus	403	GARDEN-HOUSE	7-131	die Laube	laube	l au b + ə	Stammwort			+ _-:suffix.f.s/e	0 91		0
735	German	tent	das Zelt	1316	TENT	7-140	das Zelt	zelt	ts ɛ l t	Nicht etymologisierbar			tent	508		0
736	German	yard, court	der Hof	736	YARD	7-150	Hof	hof	h oː f	Stammwort			yard	714		0
737	German	men's house	das Männerhaus	408	MEN'S HOUSE	7-160		männerhaus	m ɛ/a n + ə r + h au s				man _-:pl/er house	163 141 495		0
738	German	cookhouse	die Küche	334	!COOKHOUSE	7-170	die Küche	küche	k y/ɔ ç/x + ə				*cook _-:suffix.f.s/e	1085 91		0
739	German	meeting house	das Gemeinschaftshaus	335	MEETING HOUSE	7-180		gemeinschaftshaus	g ə + m ai n + ʃ a f t + s + h au s				_-:prefix/ge /mein _-:suffix/schaft _-:infix/s house	139 117 231 333 495		0
740	German	room	das Zimmer	1450	ROOM	7-210	das Zimmer	zimmer	ts ɪ m ə r	Stammwort			room	74		0
741	German	room	das Zimmer		!ROOM	7-210	die Stube	stube	ʃ t uː b + ə	Stammwort			room _-:suffix.f.s/e	1055 91	specific	0
742	German	room	das Zimmer		!ROOM	7-210	das Gemach	gemach	g ə + m aː x	Stammwort			_-:prefix/ge /mach	139 ?	old	0
743	German	door, gate	die Tür	1567	DOOR	7-220	die Tür	tür	t yː r	Stammwort			door	741		0
744	German	door, gate	die Tür	1567	!DOOR	7-220	das Tor	tor	t oː r				door	761		0
745	German	door, gate	die Tür	1567	!DOOR	7-220	die Pforte	pforte	p͡f ɔ r t ə	Entlehnung	l	porta	?	0		0
746	German	doorpost, jamb	der Türpfosten	80	DOORPOST	7-221	der Türpfosten	türpfosten	t yː r + pf ɔ s t + ə n				door ? _-:suffix.m.s/en	741 0 922		0
747	German	lock (noun)	das Schloss (Türschloss)	1596	LOCK	7-230	das Schloss	schloss	ʃ l ɔ s				shut	293		0
748	German	latch, door-bolt	die Türklinke	1012	LATCH	7-231	die Klinke	klinke	k l ɪ ŋ k + ə	Stammwort			latch _-:suffix.f.s/e	73 91		0
749	German	latch, door-bolt	die Türklinke	1012	LATCH	7-231	der Drücker	drücker	d r y/ʊ k + ə r				press _-:suffix/er	429 946	not used	0
750	German	latch, door-bolt	die Türklinke	1012	LATCH	7-231	die Türklinke	türklinke	t yː r + k l ɪ ŋ k + ə				door latch _-:suffix.f.s/e	741 73 91		0
751	German	key	der Schlüssel	1472	KEY	7-240	die Schlüssel	schlüssel	ʃ l y s + ə l	Stammwort			key _-:dim/el	1014 796		0
752	German	window	das Fenster	1375	WINDOW	7-250	das Fenster	fenster	f ɛ n s t ə r	Entlehnung			window	686		0
753	German	floor	der Fußboden	1632	FLOOR	7-260	der Fußboden	fußboden	f uː s + b oː d ə n				foot ground	33 26		0
754	German	floor	der Fußboden	1632	!FLOOR	7-260	die Diele	diele	d iː l + ə	Stammwort			floor _-:suffix.f.s/e	782 91	unusual	0
755	German	floor	der Fußboden	1632	!FLOOR	7-260	der Estrich	estrich	ɛ s t r ɪ ç	Entlehnung	ml	astracus	*floor	0	unusual	0
756	German	wall	die Mauer		!WALL	7-270	Mauer	mauer	m au ə r	Entlehnung			wall	633		0
757	German	wall	die Wand	933	WALL (OF HOUSE)	7-270	Wand	wand	v a n t/d	Stammwort			wall	638		0
758	German	fireplace	die Feuerstelle	185	FIREPLACE	7-310	die Feuerstelle	Feuerstelle	f ɔi ə r + ʃ t ɛ l + ə				fire put/stellen _-:suffix.f.s/e	97 98 91		0
759	German	fireplace	die Feuerstelle	185	!FIREPLACE	7-310	der Kamin	kamin	k a m iː n	Entlehnung			*oven	86		0
760	German	fireplace	die Feuerstelle	185	!FIREPLACE	7-310	der Herd	herd	h eː r t/d				herd	1088		0
761	German	stove	der Ofen	859	STOVE	7-320	der Ofen	ofen	oː f ə n	Stammwort			oven	42		0
762	German	chimney	der Schornstein	1305	CHIMNEY	7-330	der Schornstein	schornstein	ʃ ɔ r n + ʃ t ai n	Stammwort			chimney stone	1038 248		0
763	German	chimney	der Schornstein	1305	!CHIMNEY	7-330	der Kamin	kamin	k a ˈ m iː n	Entlehnung			*oven	86		0
764	German	chimney	der Schornstein	1305	CHIMNEY	7-330	der Rauchfang	rauchfang	r au x + f a ŋ				smoke catch	367 152		0
765	German	ladder	die Leiter	1464	LADDER	7-370	der Leiter	leiter	l ai t ə r	Stammwort			ladder	0		0
766	German	bed	das Bett	1663	BED	7-420	das Bett	bett	b ɛ t	Nicht etymologisierbar			bed	853		0
767	German	pillow	das Kissen	1044	PILLOW	7-421	das Kissen	kissen	k ɪ s ə n	Entlehnung	afrz	coissin	*cushin	1141		0
768	German	blanket	die Bettdecke	806	BLANKET	7-422		decke	d ɛ k + ə				cover _-:suffix.f.s/e	2 91		0
769	German	chair	der Stuhl	1476	CHAIR	7-430	Stuhl	stuhl	ʃ t uː l	Stammwort			chair	1012		0
770	German	table	der Tisch	1775	TABLE	7-440	der Tisch	tisch	t ɪ ʃ	Entlehnung			table	490		0
771	German	table	der Tisch	1775	TABLE	7-440	die Tafel	tafel	t aː f ə l	Entlehnung			!table	491	rare	0
772	German	lamp, torch	die Lampe		!LAMP	7-450	die Lampe	lampe	l a m p ə	E			lamp	0		0
773	German	candle	die Kerze	1273	CANDLE	7-460	die Kerze	kerze	k ɛ r ts + ə	Entlehnung			candle _-:suffix.f.s/e	1136 91		0
774	German	candle	die Kerze	1273	?CANDLE	7-460	das Licht	licht	l ɪ ç t	Stammwort			light	0		0
775	German	shelf	das Regal	745	SHELF	7-470	das Regal	regal	r eː g aː l	?Stammwort			shelf	924		0
776	German	trough	der Trog	205	TROUGH	7-480	der Trog	trog	t r oː k/g	Stammwort			trough	585		0
777	German	roof	das Dach	769	ROOF	7-510	das Dach	dach	d a x	Stammwort			roof	27		0
778	German	thatch	das Strohdach	279	THATCH	7-520	das Strohdach	strohdach	ʃ t r oː + d a x				straw roof	28 27		0
779	German	thatch	das Strohdach	279	THATCH	7-520	das Dachstroh	dachstroh	d a x + ʃ t r oː				roof straw	27 28	rare	0
780	German	ridgepole	der Dachfirst	280	RIDGEPOLE	7-530	der Dachfirst	dachfirst	d a x + f ɪ r s t				roof pole	27 511		0
781	German	rafter	der Sparren	829	RAFTER	7-540	der Sparren	sparren	ʃ p a r + ə n	Stammwort			rafter _-:suffix.m.s/en	1039 922	rare	0
782	German	rafter	der Dachbalken	829	RAFTER	7-540	der Dachbalken	dachbalken	d a x + b a l k + ə n				roof post _-:suffix.m.s/en	27 833 922		0
783	German	beam	der Balken	1132	BEAM	7-550	der Balken	balken	b a l k + ə n	Stammwort			post _-:suffix.m.s/en	833 922		0
784	German	post, pole	der Pfahl	281	POST	7-560	der Pfahl	pfahl	pf aː l	Entlehnung			post	0		0
785	German	post, pole	der Pfahl	281	POST	7-560	der Pfosten	pfosten	pf ɔ s t + ə n	Entlehnung			post _-:suffix.m.s/en	0 922		0
786	German	board	das Brett	1227	BOARD	7-570	das Brett	brett	b r ɛ t	Stammwort			board	873		0
787	German	arch	der Bogen	876	ARCH	7-580	Bogen	bogen	b oː g + ə n	Stammwort			bow _-:suffix.m.s/en	11 922		0
788	German	arch	der Bogen	876	ARCH	7-580	die Wölbung	wölbung	v œ l b + ʊ ŋ				bow _-:suffix/ung	57 58		0
789	German	mason	der Maurer	877	MASON	7-610	der Maurer	maurer	m au Ø/ə r + ə r				wall _-:suffix/er	0 100		0
790	German	brick	der Ziegelstein	1006	BRICK	7-620	der Ziegelstein	ziegelstein	ts iː g + ə l + ʃ t ai n	E			brick _-:dim/el stone	586 796 248		0
791	German	brick	der Ziegelstein	1006	BRICK	7-620	Backstein	backstein	b a k + ʃ t ai n	Stammwort			bake:V stone	561 248		0
792	German	brick	der Ziegelstein	1006	BRICK	7-620	der Ziegel	ziegel	ts iː g + ə l	Entlehnung			brick _-:dim/el	586 796		0
793	German	mortar	der Mörtel	1731	MORTAR BINDER	7-630	der Mörtel	mörtel	m œ r t ə l	Entlehnung	l	mortArium	?	0		0
794	German	adobe	Ziegelstein	901	ADOBE	7-640	der Ziegelstein	ziegelstein	ts iː g + ə l + ʃ t ai n				adobe _-:dim/el stone	586 796 248		0
795	German	farmer	der Bauer	979	FARMER	8-110	der Bauer	bauer	b au + ə r				build _-:suffix/er	943 100		0
796	German	field (for cultivation)	das Feld (Ackerland)	212	FIELD	8-120	der Acker	acker	a k ə r	Stammwort			acre	929		0
797	German	field (for cultivation)	das Feld (Ackerland)	212	FIELD	8-120	das Feld	feld	f ɛ l t/d	Stammwort			field	963		0
798	German	garden	der Garten	586	GARDEN	8-130	der Garten	garten	g a r t ə n	Stammwort			*garden	112		0
799	German	cultivate, till	anbauen	1541	CULTIVATE	8-150	anbauen	anbauen	a n + b au + ə n				_-on:prefix/an build _-:inf	142 943 2		0
800	German	cultivate, till	anbauen	1541	CULTIVATE	8-150	ackern	ackern	a k ə r + Ø/ə n				acre _-:inf	929 2		0
801	German	fence	der Zaun	1690	FENCE	8-160	der Zaun	zaun	ts au n	Stammwort			fence	1180		0
802	German	fence	der Zaun	1690	!FENCE	8-160	das Gehege	gehege	g ə + h eː g + ə	Stammwort			_-:prefix/ge fence _-:suffix.n.s/e	139 90 1244		0
803	German	ditch	der Graben	2002	DITCH	8-170	graben	graben	g r aː b + ə n	Stammwort			dig _-:suffix.m.s/en	822 922		0
804	German	plow	pflügen	1921	PLOUGH	8-210	pflügen	pflügen	pf l yː/uː g + ə n				plough _-:inf	184 2		0
805	German	plow	der Pflug	1921	PLOUGH	8-210	der Pflug	pflug	pf l uː k/g	Stammwort			plough	184		0
806	German	furrow	die Furche	1794	FURROW	8-212	die Furche	furche	f ʊ r ç + ə	Stammwort			furrow _-:suffix.f.s/e	83 91		0
807	German	dig	graben	1418	DIG	8-220	graben	graben	g r aː b + ə n	Stammwort			dig _-:inf	822 2		0
808	German	spade	der Spaten	1176	SPADE	8-230	der Spaten	spaten	ʃ p aː t + ə n	Stammwort			spade _-:suffix.m.s/en	395 922		0
809	German	shovel	die Schaufel	1901	SHOVEL	8-240	Schaufel	schaufel	ʃ au f ə l	Stammwort			shovel	290		0
810	German	hoe	die Hacke	284	HOE	8-250	die Hacke	hacke	h a k + ə				hack _-:suffix.f.s/e	1068 91		0
811	German	hoe	die Hacke	284	HOE	8-250	die Haue	haue	h au + ə				beat _-:suffix.f.s/e	31 91	unusual	0
812	German	fork	die Heugabel	337	PITCHFORK	8-260	die Heugabel	gabel	h eu + g aː b ə l	Stammwort			hew fork	1090 106		0
813	German	rake	der Rechen	338	RAKE	8-270	Rechen	rechen	r ɛ ç + ə n	Stammwort			put-straight _-:suffix.m.s/en	299 922		0
814	German	rake	der Rechen	338	RAKE	8-270	Harke	harke	h a r k + ə	Stammwort			rake _-:suffix.f.s/e	1079 91		0
815	German	sow	säen	748	SOW SEEDS	8-310	säen	säen	z ɛː + ə n	Stammwort			sow _-:inf	224 2		0
816	German	sow	säen	748	SOW SEEDS	8-310	aussäen	aussäen	au s + z ɛː + ə n				_-out:prefix/aus sow _-:inf	148 224 2		0
817	German	seed	der Samen	714	SEED	8-311	der Samen	samen	z aː m + ə n				seed _-:suffix.m.s/en	224 922		0
818	German	seed	der Samen	714	SEED	8-311	die Saat	saat	z aː t	Stammwort			seed/Saat	235		0
819	German	mow, reap	mähen	190	MOW	8-320	mähen	mähen	m ɛː + ə n	Stammwort			mow _-:inf	0 2		0
820	German	sickle, scythe	die Sichel		SICKLE	8-330	die Sichel	sichel	z ɪ ç ə l	Entlehnung			sickle	341		0
821	German	sickle, scythe	die Sense		SCYTHE	8-330	die Sense	sense	z ɛ n z + ə	Stammwort			scythe _-:suffix.f.s/e	340 91		0
822	German	thresh	dreschen	285	THRESH	8-340	dreschen	dreschen	d r ɛ ʃ + ə n	Stammwort			thresh _-:inf	554 2		0
823	German	threshing-floor	die Tenne	223	THRESHING-FLOOR	8-350	Tenne	tenne	t ɛ n + ə	Stammwort			threshing_floor _-:suffix.f.s/e	564 91		0
824	German	crop, harvest	die Ernte	611	HARVEST	8-410	die Ernte	ernte	ɛ r n t + ə	Stammwort			harvest _-:suffix.f.s/e	0 91		0
825	German	crop, harvest	die Ernte	611	HARVEST	8-410	der Ertrag	ertrag	ɛ r + t r aː k/g				_-:prefix/er carry	198 21		0
826	German	grain (barley, oats etc)	das Getreide	605	GRAIN	8-420	Getreide	getreide	g ə + t r ai d + ə	Stammwort			_-:prefix/ge barley _-:suffix.n.s/e	139 119 1244		0
827	German	wheat	der Weizen	1077	WHEAT	8-430	der Weizen	weizen	v ai ts + ə n	Stammwort			wheat _-:suffix.m.s/en	664 922		0
828	German	barley	die Gerste	932	BARLEY	8-440	Gerste	gerste	g ɛ r s t + ə	Stammwort			barley _-:suffix.f.s/e	1169 91		0
829	German	rye	der Roggen	23	RYE	8-450	der Roggen	roggen	r ɔ g + ə n	Stammwort			rye _-:suffix.m.s/en	217 922		0
830	German	oats	der Hafer	60	OAT	8-460	der Hafer	hafer	h aː f ə r	Stammwort			oat	1083		0
831	German	maize, corn	der Mais	506	MAIZE	8-470	der Mais	mais	m ai s	Entlehnung			?	0		0
832	German	rice	der Reis	926	RICE	8-480	der Reis	reis	r ai s				!rice	473		0
833	German	grass	das Gras	606	GRASS	8-510	das Gras	gras	g r aː s	Stammwort			grass	122		0
834	German	hay	das Heu	342	HAY	8-520	Heu	heu	h ɔi	Stammwort			hay	570		0
835	German	plant (noun)	die Pflanze	653	PLANT (VEGETATION)	8-530	die Pflanze	pflanze	pf l a n ts + ə	Entlehnung			plant _-:suffix.f.s/e	185 91		0
836	German	plant (noun)	die Pflanze	653	PLANT (VEGETATION)	8-530	das Kraut	kraut	k r au t				plant	0		0
837	German	plant (vb)	pflanzen	1486	PLANT (SOMETHING)	8-531	pflanzen	pflanzen	pf l a n ts + ə n				plant _-:inf	185 2		0
838	German	root	die Wurzel	670	ROOT	8-540	die Wurzel	wurzel	v ʊ r ts ə l	Stammwort			root	703		0
839	German	branch	der Ast, der Zweig	3223	BRANCH OR TWIG	8-550	der Ast	ast	a s t	Stammwort			branch	522		0
840	German	branch	der Ast, der Zweig	3223	BRANCH OR TWIG	8-550	der Zweig	zweig	ts v ai k	Stammwort			twig	809		0
841	German	leaf	das Blatt	628	LEAF	8-560	das Blatt	blatt	b l a t	Stammwort			leaf	249		0
842	German	leaf	das Laub	628	LEAF	8-560	das Laub	laub	l au p/b	Stammwort			leaves	0		0
843	German	flower	die Blume	239	FLOWER	8-570	die Blume	blume	b l uː m + ə	Stammwort			flower _-:suffix.f.s/e	865 91		0
844	German	tree	der Baum	906	TREE	8-600	der Baum	baum	b au m	Nicht etymologisierbar			tree	125		0
845	German	oak	die Eiche	644	OAK	8-610	die Eiche	eiche	ai ç + ə	Stammwort			oak _-:suffix.f.s/e	0 91		0
846	German	beech	die Buche	1950	BEECH	8-620	Buche	buche	b uː x + ə	Stammwort			beech _-:suffix.f.s/e	820 91		0
847	German	birch	die Birke	1855	BIRCH	8-630	die Birke	birke	b ɪ r k + ə	Stammwort			birch _-:suffix.f.s/e	857 91		0
848	German	pine	die Kiefer	1740	PINE	8-640	die Kiefer	kiefer	k iː f ə r				pine	483		0
849	German	pine	die Kiefer	1740	PINE	8-640	die Föhre	föhre	f øː r ə	Stammwort			pine	996	special	0
850	German	fir	die Tanne	1915	FIR	8-650	die Tanne	tanne	t a n + ə	Stammwort			fir _-:suffix.f.s/e	96 91		0
851	German	fir	die Fichte	1915	!FIR	8-650	die Fichte	fichte	f ɪ ç t + ə	Stammwort			spruce _-:suffix.f.s/e	95 91		0
852	German	acorn	die Eichel	968	ACORN	8-660	Eichel	eichel	ai ç + ə l	Stammwort			oak _-:dim/el	521 796		0
853	German	vine	die Rebe	3769	GRAPEVINE	8-670	der Weinstock	weinstock	v ai n + ʃ t ɔ k	E S			wine stick	627 628		0
854	German	vine	die Rebe	3769	GRAPEVINE	8-670	die Rebe	rebe	r eː b + ə	Stammwort			vine _-:suffix.f.s/e	626 91		0
855	German	tobacco	der Tabak	974	TOBACCO	8-680	Tabak	tabak	t a b a k	Entlehnung	span	tabaco	!tobacco	571		0
856	German	smoke (tobacco)	rauchen	1689	SMOKE (INHALE)	8-690	rauchen	rauchen	r au x + ə n				smoke _-:inf	367 2		0
857	German	pipe	die Pfeife	1124	PIPE	8-691	die Pfeife	pfeife	pf ai f + ə	Entlehnung			pipe _-:suffix.f.s/e	0 91		0
858	German	tree stump	der Baumstumpf	241	TREE STUMP	8-720	stumpf	stumpf	ʃ t ʊ m pf	Stammwort			stump	903		0
859	German	tree stump	der Baumstumpf	241	TREE STUMP	8-720	der Baumstumpf	baumstumpf	b au m + ʃ t ʊ m pf				tree stump	125 903		0
860	German	tree trunk	der Baumstamm	344	TREE TRUNK	8-730	der Baumstamm	baumstamm	b au m + ʃ t a m				tree trunk	125 582		0
861	German	tree trunk	der Baumstamm	344	TREE TRUNK	8-730	der Stamm	stamm	ʃ t a m	Stammwort			trunk	582		0
862	German	forked branch	die Astgabel	409	FORKED BRANCH	8-740	die Astgabel	astgabel	a s t + g aː b ə l	S			branch fork	522 106		0
863	German	bark	die Rinde	1204	BARK	8-750	die Rinde	rinde	r ɪ n d + ə	Stammwort			bark:N _-:suffix.f.s/e	891 91		0
864	German	bark	die Borke	1204	BARK	8-750	Borke	borke	b ɔ r k + ə	Stammwort			bark:N _-:suffix.f.s/e	869 91		0
865	German	sap	der Saft (Fruchtsaft)	345	SAP	8-760	Saft	saft	z a f t	Stammwort			juice	228		0
866	German	palm tree	die Palme	1181	PALM TREE	8-810	die Palme	palme	p a l m ə	Exotismus			palm	0		0
867	German	coconut	die Kokosnuss	970	COCONUT	8-820		kokosnuss	ˈ k oː . k ɔ s + ˈ n ʊ s				coco nut	0		0
868	German	citrus fruit	die Zitrusfrucht	1126	CITRUS FRUIT	8-830	die Zitrusfrucht	zitrusfrucht	ts iː t . r ʊ s + . f r ʊ x t				citrus fruit	734 111		0
869	German	banana tree	die Banane	1795	BANANA TREE	8-840	die Banane	banane	b a n aː n + ə	Entlehnung	port	banana	!banana _-:suffix.f.s/e	839 91		0
870	German	banyan	der indische Feigenbaum	346	BANYAN	8-850	der indische Feigenbaum	indischer feigenbaum	ɪ n d + ɪ ʃ + ə r + f ai g + ə + n + b au m				indian _-:suffix/isch _-:m.sg/er !fig _-:suffix.f.s/e _-:infix/n tree	1233 300 100 301 91 104 125		0
871	German	sweet potato	die Süßkartoffel	159	SWEET POTATO	8-910	die Süßkartoffel	batate	z yː s + k a r t ɔ f ə l	S E	span	patata	sweet potato	484 485		0
872	German	yam	die Jamswurzel	410	YAM	8-912	die Jamswurzel	jamswurzel	j a m s + v ʊ r ts ə l	E S			yam root	702 703		0
873	German	tapioca, manioc, cassava	der Maniok	925	CASSAVA	8-920	der Maniok	maniok	m a n ɪ o k	E			manioc	498		0
874	German	gourd	der Kürbs	411	GOURD	8-930	der Kürbis	kürbis	k y r b ɪ s				pumpkin	1120		0
875	German	pumpkin, squash	der Kürbis	864	PUMPKIN	8-931	Kürbis	kürbis	k y r b ɪ s	Entlehnung			pumpkin	1120		0
876	German	bamboo	der Bambus	1927	BAMBOO	8-940	der Bambus	bambus	b a m b ʊ s	Entlehnung	nndl	bamboe	!bamboo	840		0
877	German	sugar cane	das Zuckerrohr	146	SUGAR CANE	8-941	das Zuckerrohr	zuckerrohr	ts ʊ k ə r + r oː r	E S			!sugar cane	467 468		0
878	German	fish poison (root)	das Fischgift	348	FISH POISON	8-960	das Fischgift	fischgift	f ɪ ʃ + g ɪ f t				fish poison	99 114		0
879	German	nettle	die Nessel	33	NETTLE	8-970	die Nessel	nessel	n ɛ s ə l	Stammwort			?	0		0
880	German	mushroom	der Pilz	641	MUSHROOM	8-980	der Pilz	pilz	p ɪ l ts	Entlehnung			mushroom	0		0
881	German	do, make	tun	2575	!DO OR MAKE	9-110	tun	tun	t uː + Ø/ə n	Stammwort			do _-:inf	134 2		0
882	German	do, make	machen	2575	!DO OR MAKE	9-110	machen	machen	m a x + ə n	Stammwort			make _-:inf	0 2		0
883	German	work	arbeiten		!WORK	9-120	arbeiten	arbeiten	a r b ai t + ə n				work _-:inf	699 2		0
884	German	work	die Arbeit	984	WORK (LABOUR)	9-120	die Arbeit	arbeit	a r b ai t	Stammwort			work	699		0
885	German	work	die Arbeit	984	WORK (LABOUR)	9-120	das Werk	werk	v ɛ r k	Stammwort			work	700	specific	0
886	German	bend	biegen	2004	BEND	9-140	biegen	biegen	b iː g + ə n	Stammwort			bend _-:inf	854 2		0
887	German	bend	beugen	2004	BEND	9-140	beugen	beugen	b ɔi g + ə n	Stammwort			bend _-:inf	129 2		0
888	German	fold	falten	1470	FOLD	9-150	falten	falten	f a l t + ə n	Stammwort			fold _-:inf	709 2		0
889	German	tie, bind	binden	1917	TIE	9-160	binden	binden	b ɪ n d + ə n	Stammwort			bind _-:inf	572 2		0
890	German	untie	losbinden (befreien)	352	UNTIE	9-161	losmachen	losmachen	l oː s + b ɪ n d + ə n				loose bind _-:inf	615 572 2		0
891	German	untie	losbinden (befreien)	352	UNTIE	9-161	lösen	lösen	l øː/oː z/s + ə n				loose _-:inf	615 2		0
892	German	chain	die Kette	1627	CHAIN	9-180		kette	k ɛ t + ə				chain _-:suffix.f.s/e	1138 91		0
893	German	rope, cord	das Seil	1218	ROPE	9-190	das Seil	seil	z ai l	Stammwort			rope	237		0
894	German	rope, cord	das Seil	1218	ROPE	9-190	das Tau	tau	t au				rope/Tau	202	specific	0
895	German	rope, cord	das Seil	1218	ROPE	9-190	der Strick	strick	ʃ t r ɪ k	Stammwort			rope/Strick	203	specific	0
896	German	rope, cord	das Seil	1218	ROPE	9-190	die Schnur	schnur	ʃ n uː r				rope/Schnur	204	small	0
897	German	knot (noun)	der Knoten	760	KNOT	9-192	der Knoten	knoten	k n oː t + ə n	Stammwort			knod _-:suffix.m.s/en	0 922		0
898	German	strike (hit, beat)	schlagen	2133	STRIKE OR BEAT	9-210	schlagen	schlagen	ʃ l aː g + ə n	Stammwort			beat _-:inf	145 2		0
899	German	pound with fist	hämmern	354	POUND	9-211	schlagen	schlagen	ʃ l aː g + ə n				beat _-:inf	145 2		0
900	German	pound with fist	hämmern	354	POUND	9-211	hämmern	hämmern	h ɛ/a m ə r + Ø/ə n				hammer _-:inf	188 2		0
901	German	cut	schneiden	1432	CUT	9-220	schneiden	schneiden	ʃ n ai d + ə n	Stammwort			cut _-:inf	494 2		0
902	German	cut down	fällen	355	CUT DOWN	9-221	fällen	fällen	f ɛ l + ə n	Stammwort			cut_down _-:inf	960 2		0
903	German	cut down	fällen	355	CUT DOWN	9-221	niederhauen	niederhauen	n iː d ə r + h au + ə n				down beat _-:inf	911 31 2		0
904	German	chop, hew	hacken	155	!CHOP	9-222	hauen	hauen	h au + ə n	Stammwort			beat _-:inf	31 2		0
905	German	chop, hew	hacken	155	CHOP	9-222	zerhacken	zerhacken	ts ɛ r + h a k + ə n				_:prefix/zer hook _-:inf	738 1068 2		0
906	German	chop, hew	hacken	155	CHOP	9-222	hacken	hacken	h a k + ə n	Stammwort			hook _-:inf	1068 2		0
907	German	stab	erstechen	3189	STAB TO DEATH	9-223	erstechen	erstechen	ɛ r + ʃ t ɛ ç/k + ə n				_-:prefix/er stinge _-:inf	147 428 2		0
908	German	stab	stechen		!STAB	9-223	stechen	stechen	ʃ t ɛ ç/k + ə n	Stammwort			stinge _-:inf	428 2		0
909	German	knife	das Messer	1352	KNIFE	9-230	Messer	messer	m ɛ s ə r	Stammwort			?	0		0
910	German	scissors, shears	die Schere	356	SHEARS	9-240	die Schere	schere	ʃ eː r + ə				shears _-:suffix.f.s/e	257 91		0
911	German	ax	die Axt	677	AXE	9-250	das Beil	beil	b ai l	Stammwort			axe	524		0
912	German	ax	die Axt	677	AXE	9-250	die Axt	axt	a k s t	Nicht etymologisierbar			axe	526		0
913	German	adze	das Breitbeil	290	ADZE	9-251	das Breitbeil	breitbeil	b r ai t + b ai l				broad axe	423 524		0
914	German	adze	die Krummaxt	290	ADZE	9-251	die Krummaxt	krummaxt	k r ʊ m + a k s t				crooked axe	525 526		0
915	German	break	zerbrechen, brechen	680	BREAK (DESTROY OR GET DESTROYED)	9-260	brechen	brechen	b r ɛ ç + ə n	Stammwort			break _-:inf	296 2		0
916	German	broken	gebrochen	588	BROKEN	9-261	gebrochen	gebrochen	g ə + b r ɔ/ɛ x/ç + ə n				_-:prefix/ge break _-:inf	139 296 2		0
