# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	OCOGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
664	Swedish	two	91	tvoː	t v oː	148	1 3 7	ACX	TBU	7	7.T.C 7.B.C 7.U.V	2.0 1.5 1.5	0	424	t v oː -
665	Icelandic	two	91	tʰveir	tʰ v ei r	148	1 3 7 5	ACXN	TBER	5	5.T.C 5.B.C 5.E.V 5.R.c	2.0 1.5 1.5 0.8	0	424	tʰ v ei r
666	Dutch	two	91	tʋeː	t ʋ eː	148	1 6 7	ACX	TWE	2	2.T.C 2.W.C 2.E.V	2.0 1.5 1.5	0	424	t ʋ eː -
667	Norwegian	two	91	tuː	t uː	148	1 7	AX	TY	6	6.T.C 6.Y.V	2.0 1.5	0	423	t uː
#
668	German	walk (V)	92	ɡeːən	ɡ eːə n	150	1 7 4	AXN	KEN	4	4.K.C 4.E.V 4.N.c	2.0 1.5 0.8	0	426	ɡ eːə n
669	English	walk (V)	92	ɡəʊ	ɡ əʊ	150	1 7	AX	KE	3	3.K.C 3.E.V	2.0 1.5	0	425	ɡ əʊ
670	Danish	walk (V)	92	gɔˀ	g ɔˀ	150	1 7	AX	KU	1	1.K.C 1.U.V	2.0 1.5	0	425	g ɔˀ
671	Swedish	walk (V)	92	goː	g oː	150	1 7	AX	KU	7	7.K.C 7.U.V	2.0 1.5	0	425	g oː
672	Icelandic	walk (V)	92	faːra	f aː r a	149	3 7 5 7	AXBZ	BARA	5	5.B.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.75 0.8	0	429	f aː r a
673	Dutch	walk (V)	92	xaːn	x aː n	150	3 7 4	AXN	GAN	2	2.G.C 2.A.V 2.N.c	2.0 1.5 0.8	0	426	x aː n
674	Norwegian	walk (V)	92	goː	g oː	150	1 7	AX	KU	6	6.K.C 6.U.V	2.0 1.5	0	425	g oː
#
675	German	warm	93	varm	v a r m	152	3 7 5 4	AXLN	BARM	4	4.B.C 4.A.V 4.R.c 4.M.c	2.0 1.5 1.1 0.8	0	431	v a r m
676	English	warm	93	ʋɔːrm	ʋ ɔː r m	152	6 7 5 4	AXLN	WURM	3	3.W.C 3.U.V 3.R.c 3.M.c	2.0 1.5 1.1 0.8	0	431	ʋ ɔː r m
677	Danish	warm	93	vɑˀm	v ɑˀ m	152	3 7 4	AXN	BAM	1	1.B.C 1.A.V 1.M.c	2.0 1.5 0.8	0	430	v ɑˀ m
678	Swedish	warm	93	varːm	v a rː m	152	3 7 5 4	AXLN	BARM	7	7.B.C 7.A.V 7.R.c 7.M.c	2.0 1.5 1.1 0.8	0	431	v a rː m
679	Icelandic	warm	93	l̥iːr	l̥ iː r	151	5 7 5	AXN	LIR	5	5.L.C 5.I.V 5.R.c	2.0 1.5 0.8	0	434	l̥ iː r
680	Dutch	warm	93	ʋɑrm	ʋ ɑ r m	152	6 7 5 4	AXLN	WARM	2	2.W.C 2.A.V 2.R.c 2.M.c	2.0 1.5 1.1 0.8	0	431	ʋ ɑ r m
681	Norwegian	warm	93	ʋɑɾm	ʋ ɑ ɾ m	152	6 7 5 4	AXLN	WARM	6	6.W.C 6.A.V 6.R.c 6.M.c	2.0 1.5 1.1 0.8	0	431	ʋ ɑ ɾ m
#
682	German	water	94	vasər	v a s ə r	153	3 7 3 7 5	AXBYN	BASER	4	4.B.C 4.A.V 4.S.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	0	438	v a s ə r
683	English	water	94	ʋɔːtər	ʋ ɔː t ə r	153	6 7 1 7 5	AXBYN	WUTER	3	3.W.C 3.U.V 3.T.C 3.E.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	436	ʋ ɔː t ə r
684	Danish	water	94	vanˀ	v a nˀ	153	3 7 4	AXN	BAN	1	1.B.C 1.A.V 1.N.c	2.0 1.5 0.8	0	435	v a nˀ
685	Swedish	water	94	vatːen	v a tː e n	153	3 7 1 7 4	AXBYN	BATEN	7	7.B.C 7.A.V 7.T.C 7.E.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	439	v a tː e n
686	Icelandic	water	94	vaʰtn̥	v aʰ t n̥	153	3 7 1 4	AXBC	BATN	5	5.B.C 5.A.V 5.T.C 5.N.C	2.0 1.5 1.75 1.5	0	439	v aʰ t - n̥
687	Dutch	water	94	ʋaːtər	ʋ aː t ə r	153	6 7 1 7 5	AXBYN	WATER	2	2.W.C 2.A.V 2.T.C 2.E.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	436	ʋ aː t ə r
688	Norwegian	water	94	ʋɑn	ʋ ɑ n	153	6 7 4	AXN	WAN	6	6.W.C 6.A.V 6.N.c	2.0 1.5 0.8	0	435	ʋ ɑ n
#
689	German	we	95	viːr	v iː r	154	3 7 5	AXN	BIR	4	4.B.C 4.I.V 4.R.c	2.0 1.5 0.8	0	440	v iː r
690	English	we	95	ʋiː	ʋ iː	154	6 7	AX	WI	3	3.W.C 3.I.V	2.0 1.5	0	441	ʋ iː
691	Danish	we	95	viˀ	v iˀ	154	3 7	AX	BI	1	1.B.C 1.I.V	2.0 1.5	0	440	v iˀ -
692	Swedish	we	95	viː	v iː	154	3 7	AX	BI	7	7.B.C 7.I.V	2.0 1.5	0	440	v iː -
693	Icelandic	we	95	vɪːð	v ɪː ð	154	3 7 3	AXN	BID	5	5.B.C 5.I.V 5.D.c	2.0 1.5 0.8	0	440	v ɪː ð
694	Dutch	we	95	ʋɛɪ	ʋ ɛɪ	154	6 7	AX	WE	2	2.W.C 2.E.V	2.0 1.5	0	441	ʋ ɛɪ
695	Norwegian	we	95	ʋiː	ʋ iː	154	6 7	AX	WI	6	6.W.C 6.I.V	2.0 1.5	0	441	ʋ iː
#
696	German	what	96	vas	v a s	155	3 7 3	AXN	BAS	4	4.B.C 4.A.V 4.S.c	2.0 1.5 0.8	0	442	v a s
697	English	what	96	ʋɔt	ʋ ɔ t	155	6 7 1	AXN	WUT	3	3.W.C 3.U.V 3.T.c	2.0 1.5 0.8	0	443	ʋ ɔ t
698	Danish	what	96	va	v a	155	3 7	AX	BA	1	1.B.C 1.A.V	2.0 1.5	0	442	v a -
699	Swedish	what	96	vɑd	v ɑ d	155	3 7 1	AXN	BAT	7	7.B.C 7.A.V 7.T.c	2.0 1.5 0.8	0	443	v ɑ d
700	Icelandic	what	96	xʷaːð	xʷ aː ð	155	3 7 3	AXN	GAD	5	5.G.C 5.A.V 5.D.c	2.0 1.5 0.8	0	446	xʷ aː ð
701	Dutch	what	96	ʋɑt	ʋ ɑ t	155	6 7 1	AXN	WAT	2	2.W.C 2.A.V 2.T.c	2.0 1.5 0.8	0	443	ʋ ɑ t
702	Norwegian	what	96	ʋɑː	ʋ ɑː	155	6 7	AX	WA	6	6.W.C 6.A.V	2.0 1.5	0	447	ʋ ɑː
#
703	German	white	97	vais	v ai s	156	3 7 3	AXN	BAS	4	4.B.C 4.A.V 4.S.c	2.0 1.5 0.8	0	451	v ai s
704	English	white	97	ʋaɪt	ʋ aɪ t	156	6 7 1	AXN	WAT	3	3.W.C 3.A.V 3.T.c	2.0 1.5 0.8	0	448	ʋ aɪ t
705	Danish	white	97	viðˀ	v i ðˀ	156	3 7 3	AXN	BID	1	1.B.C 1.I.V 1.D.c	2.0 1.5 0.8	0	448	v i ðˀ
706	Swedish	white	97	viːt	v iː t	156	3 7 1	AXN	BIT	7	7.B.C 7.I.V 7.T.c	2.0 1.5 0.8	0	448	v iː t
707	Icelandic	white	97	xʷiːtʏr	xʷ iː t ʏ r	156	3 7 1 7 5	AXBYN	GITYR	5	5.G.C 5.I.V 5.T.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	452	xʷ iː t ʏ r
708	Dutch	white	97	ʋɪt	ʋ ɪ t	156	6 7 1	AXN	WIT	2	2.W.C 2.I.V 2.T.c	2.0 1.5 0.8	0	448	ʋ ɪ t
709	Norwegian	white	97	ʋiːt	ʋ iː t	156	6 7 1	AXN	WIT	6	6.W.C 6.I.V 6.T.c	2.0 1.5 0.8	0	448	ʋ iː t
#
710	German	who	98	veːr	v eː r	157	3 7 5	AXN	BER	4	4.B.C 4.E.V 4.R.c	2.0 1.5 0.8	0	456	v eː r
711	English	who	98	huː	h uː	157	3 7	AX	HY	3	3.H.C 3.Y.V	2.0 1.5	0	455	h uː
712	Danish	who	98	vɛmˀ	v ɛ mˀ	157	3 7 4	AXN	BEM	1	1.B.C 1.E.V 1.M.c	2.0 1.5 0.8	0	453	v ɛ mˀ
713	Swedish	who	98	vem	v e m	157	3 7 4	AXN	BEM	7	7.B.C 7.E.V 7.M.c	2.0 1.5 0.8	0	453	v e m
714	Icelandic	who	98	xʷɛːr	xʷ ɛː r	157	3 7 5	AXN	GER	5	5.G.C 5.E.V 5.R.c	2.0 1.5 0.8	0	457	xʷ ɛː r
715	Dutch	who	98	ʋiː	ʋ iː	157	6 7	AX	WI	2	2.W.C 2.I.V	2.0 1.5	0	454	ʋ iː
716	Norwegian	who	98	ʋem	ʋ e m	157	6 7 4	AXN	WEM	6	6.W.C 6.E.V 6.M.c	2.0 1.5 0.8	0	453	ʋ e m
#
792	German	wind	108	vɪnt	v ɪ n t	179	3 7 4 1	AXLN	BINT	4	4.B.C 4.I.V 4.N.c 4.T.c	2.0 1.5 1.1 0.8	0	458	v ɪ n t
793	English	wind	108	ʋɪnd	ʋ ɪ n d	179	6 7 4 1	AXLN	WINT	3	3.W.C 3.I.V 3.N.c 3.T.c	2.0 1.5 1.1 0.8	0	458	ʋ ɪ n d
794	Danish	wind	108	venˀ	v e nˀ	179	3 7 4	AXN	BEN	1	1.B.C 1.E.V 1.N.c	2.0 1.5 0.8	0	458	v e nˀ -
795	Swedish	wind	108	vind	v i n d	179	3 7 4 1	AXLN	BINT	7	7.B.C 7.I.V 7.N.c 7.T.c	2.0 1.5 1.1 0.8	0	458	v i n d
796	Icelandic	wind	108	vɪntʏr	v ɪ n t ʏ r	179	3 7 4 1 7 5	AXMBYN	BINTYR	5	5.B.C 5.I.V 5.N.c 5.T.C 5.Y.V 5.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	462	v ɪ n t ʏ r
797	Dutch	wind	108	ʋɪnt	ʋ ɪ n t	179	6 7 4 1	AXLN	WINT	2	2.W.C 2.I.V 2.N.c 2.T.c	2.0 1.5 1.1 0.8	0	458	ʋ ɪ n t
798	Norwegian	wind	108	ʋin	ʋ i n	179	6 7 4	AXN	WIN	6	6.W.C 6.I.V 6.N.c	2.0 1.5 0.8	0	458	ʋ i n -
#
717	German	woman	99	frau	f r au	158	3 5 7	ACX	BRA	4	4.B.C 4.R.C 4.A.V	2.0 1.5 1.5	0	464	f r au -
718	English	woman	99	ʋʊmən	ʋ ʊ m ə n	159	6 7 4 7 4	AXBYN	WYMEN	3	3.W.C 3.Y.V 3.M.C 3.E.V 3.N.c	2.0 1.5 1.75 1.3 0.8	0	465	ʋ ʊ m ə n
719	Danish	woman	99	kvenə	k v e n ə	160	1 3 7 4 7	ACXBZ	KBENE	1	1.K.C 1.B.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.5 1.75 0.8	0	463	k v e n ə
720	Swedish	woman	99	kvinːa	k v i nː a	160	1 3 7 4 7	ACXBZ	KBINA	7	7.K.C 7.B.C 7.I.V 7.N.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0	463	k v i nː a
721	Icelandic	woman	99	kʰɔːna	kʰ ɔː n a	160	1 7 4 7	AXBZ	KUNA	5	5.K.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	0	463	kʰ - ɔː n a
722	Dutch	woman	99	vrɑuʋ	v r ɑu ʋ	158	3 5 7 6	ACXN	BRAW	2	2.B.C 2.R.C 2.A.V 2.W.c	2.0 1.5 1.5 0.8	0	464	v r ɑu ʋ
723	Norwegian	woman	99	kʋinə	k ʋ i n ə	160	1 6 7 4 7	ACXBZ	KWINE	6	6.K.C 6.W.C 6.I.V 6.N.C 6.E.V	2.0 1.5 1.5 1.75 0.8	0	463	k ʋ i n ə
724	German	woman	99	vaip	v ai p	159	3 7 1	AXN	BAP	4	4.B.C 4.A.V 4.P.c	2.0 1.5 0.8	0	470	v ai p
#
799	German	worm	109	vʊrm	v ʊ r m	181	3 7 5 4	AXLN	BYRM	4	4.B.C 4.Y.V 4.R.c 4.M.c	2.0 1.5 1.1 0.8	0	471	v ʊ r m
800	English	worm	109	ʋɜːrm	ʋ ɜː r m	181	6 7 5 4	AXLN	WERM	3	3.W.C 3.E.V 3.R.c 3.M.c	2.0 1.5 1.1 0.8	0	471	ʋ ɜː r m
801	Danish	worm	109	oʁˀm	o ʁˀ m	181	7 5 4	XLN	URM	1	1.U.V 1.R.c 1.M.c	1.5 1.1 0.8	0	471	- o ʁˀ m
802	Swedish	worm	109	masːk	m a sː k	180	4 7 3 1	AXLN	MASK	7	7.M.C 7.A.V 7.S.c 7.K.c	2.0 1.5 1.1 0.8	0	476	m a sː k
803	Icelandic	worm	109	ɔrmʏr	ɔ r m ʏ r	181	7 5 4 7 5	XMBYN	URMYR	5	5.U.V 5.R.c 5.M.C 5.Y.V 5.R.c	1.5 1.1 1.75 1.3 0.8	0	475	ɔ r m ʏ r
804	Dutch	worm	109	ʋɔrm	ʋ ɔ r m	181	6 7 5 4	AXLN	WURM	2	2.W.C 2.U.V 2.R.c 2.M.c	2.0 1.5 1.1 0.8	0	471	ʋ ɔ r m
805	Norwegian	worm	109	mɑɾk	m ɑ ɾ k	180	4 7 5 1	AXLN	MARK	6	6.M.C 6.A.V 6.R.c 6.K.c	2.0 1.5 1.1 0.8	0	476	m ɑ ɾ k
806	Icelandic	worm	109	maθkʏr	m a θ k ʏ r	180	4 7 3 1 7 5	AXMBYN	MADKYR	5	5.M.C 5.A.V 5.D.c 5.K.C 5.Y.V 5.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	479	m a θ k ʏ r
807	Dutch	worm	109	maːdə	m aː d ə	180	4 7 1 7	AXBZ	MATE	2	2.M.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	478	m aː d ə
#
808	German	year	110	jaːr	j aː r	182	6 7 5	AXN	JAR	4	4.J.C 4.A.V 4.R.c	2.0 1.5 0.8	0	480	j aː r
809	English	year	110	jɪər	j ɪə r	182	6 7 5	AXN	JIR	3	3.J.C 3.I.V 3.R.c	2.0 1.5 0.8	0	480	j ɪə r
810	Danish	year	110	ɒˀʁ	ɒˀ ʁ	182	7 5	XN	OR	1	1.O.V 1.R.c	1.5 0.8	0	480	- ɒˀ ʁ
811	Swedish	year	110	oːr	oː r	182	7 5	XN	UR	7	7.U.V 7.R.c	1.5 0.8	0	480	- oː r
812	Icelandic	year	110	auːr	auː r	182	7 5	XN	AR	5	5.A.V 5.R.c	1.5 0.8	0	480	- auː r
813	Dutch	year	110	jaːr	j aː r	182	6 7 5	AXN	JAR	2	2.J.C 2.A.V 2.R.c	2.0 1.5 0.8	0	480	j aː r
814	Norwegian	year	110	oːɾ	oː ɾ	182	7 5	XN	UR	6	6.U.V 6.R.c	1.5 0.8	0	480	- oː ɾ
#
725	German	yellow	100	ɡɛlp	ɡ ɛ l p	161	1 7 5 1	AXLN	KELP	4	4.K.C 4.E.V 4.L.c 4.P.c	2.0 1.5 1.1 0.8	0	481	ɡ ɛ l p
726	English	yellow	100	jɛləʊ	j ɛ l əʊ	161	6 7 5 7	AXBZ	JELE	3	3.J.C 3.E.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	0	483	j ɛ l əʊ
727	Danish	yellow	100	guˀl	g uˀ l	161	1 7 5	AXN	KYL	1	1.K.C 1.Y.V 1.L.c	2.0 1.5 0.8	0	481	g uˀ l -
728	Swedish	yellow	100	guːl	g uː l	161	1 7 5	AXN	KYL	7	7.K.C 7.Y.V 7.L.c	2.0 1.5 0.8	0	481	g uː l -
729	Icelandic	yellow	100	kʏːlʏr	k ʏː l ʏ r	161	1 7 5 7 5	AXBYN	KYLYR	5	5.K.C 5.Y.V 5.L.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	485	k ʏː l ʏ r
730	Dutch	yellow	100	xeːl	x eː l	161	3 7 5	AXN	GEL	2	2.G.C 2.E.V 2.L.c	2.0 1.5 0.8	0	481	x eː l -
731	Norwegian	yellow	100	gʉːl	g ʉː l	161	1 7 5	AXN	KYL	6	6.K.C 6.Y.V 6.L.c	2.0 1.5 0.8	0	481	g ʉː l -
