# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
1891	Guangzhou	classifier (cow)	126	一头牛	tʰɐw²¹	1111
1892	Nanchang	classifier (cow)	126	一只牛	ʦɑʔ⁵	652
1893	Chengdu	classifier (cow)	126	一条牛	tʰjawiau³¹	716
1894	Chengdu	classifier (cow)	126	一根牛	kən⁵⁵	882
1895	Taiyuan	classifier (cow)	126	一块牛	kwajuai⁴⁵	459
1896	Taiyuan	classifier (cow)	126	一头牛	tʰəw¹¹	1111
1897	Shexian	classifier (cow)	126	一只牛	ʨi²¹	652
1898	Beijing	classifier (cow)	126	头	tʰow³⁵	944
1899	Kunming	classifier (cow)	126	一条牛	tʰjɔ³¹	716
1900	Shanghai	classifier (cow)	126	一只牛	ʦaʔ⁵	652
# 
1901	Meixian	classifier (pig)	127	一条猪	tʰjawiau¹¹	758
1902	Changsha	classifier (pig)	127	一只猪	t͡ʂa²⁴	681
1903	Guixian	classifier (pig)	127	一条猪	tʰjaoiao²¹	758
1904	Xiamen	classifier (pig)	127	一只猪	ʦjaʔ³²	681
1905	Hefei	classifier (pig)	127	一口猪	kʰɯ²⁴	1181
1906	Jinan	classifier (pig)	127	一口猪	kʰow⁵⁵	1181
1907	Hangzhou	classifier (pig)	127	一只猪	ʦɑʔ⁵	681
1908	Guangzhou	classifier (pig)	127	一只猪	ʦɛk³	681
1909	Guangzhou	classifier (pig)	127	一条猪	tʰju²¹	758
1910	Nanchang	classifier (pig)	127	一只猪	ʦɑʔ⁵	681
1911	Chengdu	classifier (pig)	127	一条猪	tʰjawiau³¹	758
1912	Chengdu	classifier (pig)	127	一根猪	kən⁵⁵	909
1913	Taiyuan	classifier (pig)	127	一块猪	kwajuai⁴⁵	437
1914	Taiyuan	classifier (pig)	127	一头猪	tʰəw¹¹	1137
1915	Shexian	classifier (pig)	127	一只猪	ʨi²¹	681
1916	Beijing	classifier (pig)	127	口	kʰow²¹⁴	366
1917	Kunming	classifier (pig)	127	一个猪	kə²¹²	1034
1918	Kunming	classifier (pig)	127	一头猪	tʰəw³¹	1137
1919	Shanghai	classifier (pig)	127	一只猪猡	ʦaʔ⁵	681
# 
1920	Meixian	a while	128	听一下	ha⁵³	655
1921	Changsha	a while	128	听一下下子	xa¹¹xaʦɿ	655
1922	Guixian	a while	128	听一阵	ʦen²¹³	580
1923	Guixian	a while	128	听一下	xa²¹³	655
1924	Guixian	a while	128	听一分钟	fen⁵⁵ʦoŋ⁵⁵	955
1925	Xiamen	a while	128	听一辄仔久	tʰjã⁵⁵ʦit⁵tjap³²ba⁵³ku	1169
1926	Xiamen	a while	128	听淡薄仔久	tʰjã⁵⁵tam²²poʔ⁵a⁵³ku⁵³	734
1927	Hefei	a while	128	听一小刻子	ɕi²⁴kʰɐʔ⁵ʦə	275
1928	Hefei	a while	128	听一霎子	ʂɐʔ⁵	655
1929	Jinan	a while	128	听一会儿	xwer²¹	655
1930	Hangzhou	a while	128	听一歇儿	ɕjəʔ⁵əl	655
1931	Guangzhou	a while	128	听一阵	ʦɐn²²	580
1932	Nanchang	a while	128	听一下子	ha²¹ʦɿ⁰²	655
1933	Chengdu	a while	128	听下儿	xər⁵⁵	655
1934	Taiyuan	a while	128	听一阵阵	ʦəŋ⁴⁵ʦəŋ⁴⁵	580
1935	Shexian	a while	128	听一下儿	xã	655
1936	Beijing	a while	128	一会儿	i⁵⁵xwər²¹⁴	655
1937	Kunming	a while	128	听一小下	xᴀ²¹²	655
1938	Shanghai	a while	128	听一歇	ɕjɪʔ⁵	655
# 
1939	Guixian	one time	129	打一下	xa	655
1940	Guixian	one time	129	打一傢伙	ʨja⁵⁵xo⁴²	1016
1941	Guixian	one time	129	打一法式	fa²¹sɿ²¹³	1150
1942	Xiamen	one time	129	拍一下	e	188
1943	Hangzhou	one time	129	敲一记	ʨi⁴⁴⁵	1004
1944	Guangzhou	one time	129	打一下	ha²³	655
1945	Taiyuan	one time	129	打一下	xa⁴⁵	655
1946	Shanghai	one time	129	打一记	ʨi³⁵	115
# 
1947	Meixian	on	130	上背	soŋ⁵³poj⁵³	1021
1948	Changsha	on	130	上面	ʂan¹¹mjẽ	674
1949	Changsha	on	130	高头	kaw³³təw	1085
1950	Changsha	on	130	上头	ʂan¹¹təw	210
1951	Guixian	on	130	上头	saŋ²¹³tʰəw⁵⁵	210
1952	Guixian	on	130	高上	ka⁵⁵saŋ²¹³	179
1953	Xiamen	on	130	顶头	tiŋ⁵³tʰaw	1115
1954	Xiamen	on	130	顶面	tiŋ⁵³bin²²	797
1955	Hefei	on	130	高头	kɔ²¹tʰɯ	1085
1956	Jinan	on	130	上头	ʂaŋ²¹tʰow	210
1957	Jinan	on	130	上边儿	ʂaŋ²¹pjɛr	124
1958	Jinan	on	130	顶上	tiŋ⁵⁵ʂaŋ	550
1959	Hangzhou	on	130	高头	kɔ³³dej²¹³	1085
1960	Hangzhou	on	130	上头	zɑŋ¹³dej²¹³	210
1961	Guangzhou	on	130	上便	sœŋ²²pin²²	916
1962	Guangzhou	on	130	上高	sœŋ²²kow⁵⁵	179
1963	Nanchang	on	130	上头	sɔŋ²¹tʰɛw⁰²	210
1964	Nanchang	on	130	高头	kɑw⁴²tʰɛw⁰²	1085
1965	Chengdu	on	130	上头	saŋ¹³tʰəw³¹	210
1966	Chengdu	on	130	上边	saŋ¹³pjan⁵⁵	124
1967	Chengdu	on	130	上面	saŋ¹³mjan¹³	674
1968	Chengdu	on	130	高头	kaw⁵⁵tʰəw³¹	1085
1969	Chengdu	on	130	高上	kaw⁵⁵saŋ¹³	179
1970	Chengdu	on	130	顶上	tin⁵³saŋ¹³	550
1971	Taiyuan	on	130	脑头	naw⁵³tʰəw¹¹	932
1972	Taiyuan	on	130	上头	sɒ̃⁴⁵tʰəw⁵³	210
1973	Shexian	on	130	上头	ɕja²²tʰju⁴⁴	210
1974	Beijing	on	130	上头	ʂɑŋ⁵¹tʰow¹	210
1975	Beijing	on	130	上边儿	ʂɑŋ⁵¹pjar¹	124
1976	Kunming	on	130	上首	ʂᴀ̃²¹²ʂəw	2
1977	Kunming	on	130	高首	kɔ⁴⁴ʂəw⁵³	1069
1978	Shanghai	on	130	上头	zɑ̃¹³dɤ¹³	210
1979	Shanghai	on	130	高头	kɔ⁵³dɤ¹³	1085
# 
1980	Meixian	under	131	下背	ha⁴⁴poj⁵³	881
1981	Changsha	under	131	下面	ɕja¹¹mjẽ	167
1982	Changsha	under	131	脚下	ʨjo²⁴xa¹¹	156
1983	Changsha	under	131	底下	ti⁴¹xa¹¹	524
1984	Changsha	under	131	下头	ɕja¹¹təw	611
1985	Guixian	under	131	下头	ɕja²¹³tʰəw⁵⁵	611
1986	Guixian	under	131	脚脚	ʨjo²¹ʨjo⁵⁵	609
1987	Xiamen	under	131	下底	e²²twe	524
1988	Xiamen	under	131	下面	e²²bin²²	167
1989	Hefei	under	131	底下	ʦɿ²⁴ɕja	524
1990	Jinan	under	131	下头	ɕja²¹tʰow	611
1991	Jinan	under	131	下边儿	ɕja²¹pjɛr	429
1992	Jinan	under	131	底下	ti⁵⁵ɕja	524
1993	Hangzhou	under	131	下底	ɦjɑ¹³ti⁵³	524
1994	Guangzhou	under	131	下便	ha²²pin²²	1087
1995	Guangzhou	under	131	下低	ha²²tɐj⁵⁵	1070
1996	Nanchang	under	131	下头	hɑ²¹tʰɛw⁰²	611
1997	Nanchang	under	131	底下	tiʔ⁵kɑ²¹	524
1998	Chengdu	under	131	下头	ɕja¹³tʰəw³¹	611
1999	Chengdu	under	131	下边	ɕja¹³pjan⁵⁵	429
2000	Chengdu	under	131	下面	ɕja¹³mjan¹³	167
2001	Chengdu	under	131	底下	ti⁵³ɕja¹³	524
2002	Taiyuan	under	131	下头	xa⁴⁵tʰəw⁵³	611
2003	Taiyuan	under	131	底下	ti⁵³xa⁴⁵	524
2004	Shexian	under	131	下头	xa³⁵tʰju⁴⁴	611
2005	Beijing	under	131	下头	ɕja⁵¹tʰow¹	611
2006	Beijing	under	131	下边儿	ɕja⁵¹pjar¹	429
2007	Kunming	under	131	下首	ɕjᴀ²¹²ʂəw	635
2008	Kunming	under	131	底些	ti⁵³ɕjɛ²¹²	1117
2009	Shanghai	under	131	下头	ɦo¹³dɤ¹³	611
2010	Shanghai	under	131	下底	ɦo¹³ti³⁵	524
# 
2011	Meixian	left	132	左片	ʦo³¹pʰjen³¹	319
2012	Changsha	left	132	左边	ʦo⁴¹pjẽ³³	1052
2013	Guixian	left	132	左边	ʦo⁴²pjan⁵⁵	1052
2014	Xiamen	left	132	倒手爿	to²¹ʦʰju⁵³piŋ	553
2015	Xiamen	left	132	左爿	ʦo⁵³piŋ³⁵	296
2016	Hefei	left	132	左半个	ʦʊ²⁴pʊ̃⁵³kə	492
2017	Jinan	left	132	左边儿	ʦwə²¹pjɛr	1052
2018	Hangzhou	left	132	左边	ʦo⁵³pjᴇ̃³³	1052
2019	Hangzhou	left	132	借手边	ʨi⁴⁴⁵sej⁵³pjᴇ̃³³	155
2020	Guangzhou	left	132	左便	ʦɔ³⁵pin²²	1080
2021	Nanchang	left	132	左边	ʦo²¹³pjɛn⁰⁴	1052
2022	Nanchang	left	132	左首	ʦo²¹³sɨw⁰⁴	625
2023	Chengdu	left	132	左边	ʦo⁵³pjan⁵⁵	1052
2024	Chengdu	left	132	左面	ʦo⁵³mjan¹³	590
2025	Taiyuan	left	132	左半切	ʦɤ⁵³pæ̃⁴⁵ʨʰjəʔ²	920
2026	Taiyuan	left	132	左面儿	ʦɤ⁵³mjar⁴⁵	590
2027	Shexian	left	132	反边	fɛ³⁵pe³¹	463
2028	Shexian	left	132	大边	tʰo²²pe³¹	35
2029	Beijing	left	132	左边儿	ʦwo²¹⁴pjar⁴	1052
2030	Kunming	left	132	左手边	ʦo⁵³ʂəw⁵³pjɛ̃⁴⁴	1052
2031	Shanghai	left	132	左面	ʦu³⁵mi¹³	590
2032	Shanghai	left	132	左半爿	ʦu³⁵pø³⁵ba¹³	296
# 
2033	Meixian	right	133	右片	ju⁵³pʰjen³¹	832
2034	Changsha	right	133	右边	jəwiəu¹¹pjẽ³³	181
2035	Guixian	right	133	右边	jəwiəu²¹³pjan⁵⁵	181
2036	Xiamen	right	133	正手爿	ʦjã²¹ʦʰju⁵³piŋ	564
2037	Xiamen	right	133	正爿	ʦjã²¹piŋ	36
2038	Xiamen	right	133	右爿	ju²²piŋ³⁵	194
2039	Hefei	right	133	右半个	i⁵³pʊ̃⁵³kə	1192
2040	Jinan	right	133	右边儿	jowiou²¹pjɛr	181
2041	Hangzhou	right	133	右边	ɦjø¹³pjᴇ̃³³	181
2042	Hangzhou	right	133	顺手边	zɥen¹³sej⁵³pjᴇ̃³³	690
2043	Guangzhou	right	133	右便	jɐw²²pin²²	181
2044	Nanchang	right	133	右边	ju²¹pjɛn⁰²	181
2045	Nanchang	right	133	右首	ju²¹sɨw⁰²	993
2046	Chengdu	right	133	右边	jəwiəu¹³pjan⁵⁵	181
2047	Chengdu	right	133	右面	jəwiəu¹³mjan¹³	443
2048	Taiyuan	right	133	右半切	jəwiəu⁴⁵pæ̃⁴⁵ʨʰjəʔ²	206
2049	Taiyuan	right	133	右面儿	jəwiəu⁴⁵mjar⁵³	443
2050	Shexian	right	133	顺边	ɕɥʌ̃²²pe³¹	690
2051	Shexian	right	133	小边	sjɔ³⁵pe³¹	172
2052	Beijing	right	133	右边儿	jowiou⁵¹pjar¹	181
2053	Kunming	right	133	右手边	jəwiəu²¹²ʂəw⁵³pjɛ̃⁴⁴	181
2054	Shanghai	right	133	右面	ɦjɤ¹³mi¹³	443
2055	Shanghai	right	133	右半爿	ɦjɤ¹³pø³⁵ba¹³	194
# 
2056	Meixian	in the middle	134	中间	ʦuŋ⁴⁴kjan⁴⁴	1083
2057	Changsha	in the middle	134	中间	t͡ʂoŋ³³kan³³	1083
2058	Guixian	in the middle	134	当中	taŋ⁵⁵ʦoŋ⁵⁵	405
2059	Guixian	in the middle	134	正中间	ʦen²¹³ʦoŋ⁵⁵ʨjan⁵⁵	1083
2060	Xiamen	in the middle	134	中央	tjɔŋ⁵⁵ŋ̍⁵⁵	951
2061	Xiamen	in the middle	134	中头	tjɔŋ⁵⁵tʰaw	952
2062	Hefei	in the middle	134	中间	t͡ʂəŋ²¹ʨjɪ̃²¹	1083
2063	Jinan	in the middle	134	当中间儿	taŋ²¹³t͡ʂuŋ²¹³ʨjɛr	1083
2064	Jinan	in the middle	134	当央儿里	taŋ²¹³jãr⁴²ȵi	812
2065	Hangzhou	in the middle	134	当中	tɑŋ³³ʦoŋ³³	405
2066	Hangzhou	in the middle	134	当中横里	tɑŋ³³ʦoŋ³³ɦwɑŋ²¹³li⁵³	676
2067	Guangzhou	in the middle	134	中间	ʦoŋ⁵⁵kan⁵⁵	1083
2068	Nanchang	in the middle	134	当中	tɔŋ⁴²ʦuŋ⁴²	405
2069	Nanchang	in the middle	134	中间上声	ʦuŋ⁴²kan²¹³	338
2070	Chengdu	in the middle	134	当中	taŋ⁵⁵ʦoŋ⁵⁵	405
2071	Chengdu	in the middle	134	中间	ʦoŋ⁵⁵ʨjan⁵⁵	1083
2072	Taiyuan	in the middle	134	当中间儿	tɒ̃¹¹ʦwəŋ¹¹ʨjar¹¹	1083
2073	Taiyuan	in the middle	134	当当中	tɒ̃¹¹tɒ̃¹¹ʦwəŋ¹¹	405
2074	Shexian	in the middle	134	当中	ta³¹ʦʌ̃³¹	405
2075	Beijing	in the middle	134	当间儿	tɑŋ⁵⁵ʨjar⁵¹	471
2076	Kunming	in the middle	134	正中间	t͡ʂə̃²¹²ʦoŋ⁴⁴ʨʰjɛ̃⁴⁴	1083
2077	Shanghai	in the middle	134	当中	tɑ̃⁵³ʦoŋ⁵³	405
2078	Shanghai	in the middle	134	当中横里	tɑ̃⁵³ʦoŋ⁵³ɦwã¹³li¹³	676
# 
2079	Meixian	inside	135	里肚儿	ti⁴⁴tu³¹ve	21
2080	Changsha	inside	135	里面	li⁴¹mjẽ	52
2081	Changsha	inside	135	里头	li⁴¹təw	689
2082	Changsha	inside	135	肚里	təw¹¹li	21
2083	Guixian	inside	135	里头	i⁴²tʰəw⁵⁵	689
2084	Xiamen	inside	135	里面	laj²²bin²²	52
2085	Xiamen	inside	135	里头	laj²²tʰaw³⁵	689
2086	Hefei	inside	135	里头	zɿ²⁴tʰɯ	689
2087	Jinan	inside	135	里头	li⁵⁵tʰow	689
2088	Jinan	inside	135	里边儿	li⁵⁵pjɛr	1008
2089	Jinan	inside	135	里面	li⁵⁵mjã	52
2090	Hangzhou	inside	135	里头	li⁵³dej²¹³	689
2091	Guangzhou	inside	135	入便	jɐp²pin²²	983
2092	Guangzhou	inside	135	埋便	maj²¹pin²²	750
2093	Nanchang	inside	135	里头	li²¹³tʰɛw⁰⁴	689
2094	Nanchang	inside	135	里首	li²¹³sɨw⁰⁴	709
2095	Chengdu	inside	135	里面	ni⁵³mjan¹³	52
2096	Chengdu	inside	135	里边	ni⁵³pjan⁵⁵	1008
2097	Chengdu	inside	135	里头	ni⁵³tʰəw³¹	689
2098	Chengdu	inside	135	后头	xəw¹³tʰəw³¹	1081
2099	Taiyuan	inside	135	里头	li⁵³tʰəw¹¹	689
2100	Shexian	inside	135	里头	li³⁵tʰju⁴⁴	689
2101	Beijing	inside	135	里头	li²¹⁴tʰow	689
2102	Beijing	inside	135	里面	li²¹⁴mjan⁴	52
2103	Beijing	inside	135	里边儿	li²¹⁴pjar⁴	1008
2104	Kunming	inside	135	以首	i⁵³ʂəw⁵³	472
2105	Shanghai	inside	135	里向	li¹³ɕjã³⁴	689
# 
2106	Meixian	outside	136	外背	ŋoj⁵³poj⁵³	1017
2107	Changsha	outside	136	外头	wajuai¹¹təw	283
2108	Changsha	outside	136	外面	wajuai¹¹mjẽ	658
2109	Guixian	outside	136	外头	wajuai²¹³tʰəw⁵⁵	283
2110	Xiamen	outside	136	外口	gwa²²kʰaw	486
2111	Xiamen	outside	136	外面	gwa²²bin²²	658
2112	Hefei	outside	136	外头	wᴇ⁵³tʰɯ	283
2113	Jinan	outside	136	外头	vɛ²¹tʰow	283
2114	Jinan	outside	136	外边儿	vɛ²¹pjɛr	341
2115	Jinan	outside	136	外面	vɛ²¹mjã	658
2116	Hangzhou	outside	136	外头	ɦwᴇ¹³dej²¹³	283
2117	Guangzhou	outside	136	出便	ʦʰøt⁵pin²²	433
2118	Guangzhou	outside	136	开便	hɔj⁵³pin²²	804
2119	Nanchang	outside	136	外头	wajuai²¹tʰɛw⁰²	283
2120	Nanchang	outside	136	外首	wajuai²¹sɨw⁰²	10
2121	Chengdu	outside	136	外面	wajuai¹³mjan¹³	658
2122	Chengdu	outside	136	外边	wajuai¹³pjan⁵⁵	341
2123	Chengdu	outside	136	外头	wajuai¹³tʰəw³¹	283
2124	Taiyuan	outside	136	外头	vaj⁴⁵tʰəw⁵³	283
2125	Shexian	outside	136	外头	wɛ²²tʰju⁴⁴	283
2126	Beijing	outside	136	外头	wajuai⁵¹tʰow	283
2127	Beijing	outside	136	外面儿	wajuai⁵¹mjan¹	658
2128	Beijing	outside	136	外边儿	wajuai⁵¹pjar¹	341
2129	Kunming	outside	136	外首	wæ²¹²ʂəw⁵³	10
2130	Shanghai	outside	136	外面	ŋa¹³mi¹³	658
2131	Shanghai	outside	136	外头	ŋa¹³dɤ¹³	283
# 
2132	Meixian	sweet	137	甜	tʰjam¹¹	1177
2133	Changsha	sweet	137	甜	tjẽ¹³	1177
2134	Guixian	sweet	137	甜	tʰjan²¹	1177
2135	Xiamen	sweet	137	甜	tĩ⁵⁵	1177
2136	Hefei	sweet	137	甜	tʰjɪ̃⁵⁵	1177
2137	Jinan	sweet	137	甜	tʰjã⁴²	1177
2138	Hangzhou	sweet	137	甜	djᴇ̃²¹³	1177
2139	Guangzhou	sweet	137	甜	tʰim²¹	1177
2140	Nanchang	sweet	137	甜	tʰjɛn²⁴	1177
2141	Chengdu	sweet	137	甜	tʰjan³¹	1177
2142	Taiyuan	sweet	137	甜	tʰje¹¹	1177
2143	Shexian	sweet	137	甜	tʰe⁴⁴	1177
2144	Beijing	sweet	137	甜	tʰjan³⁵	1177
2145	Kunming	sweet	137	甜	tʰjɛ̃³¹	1177
2146	Shanghai	sweet	137	甜	di¹³	1177
# 
2147	Meixian	sour	138	酸	son⁴⁴	274
2148	Changsha	sour	138	酸	sõ³³	274
2149	Guixian	sour	138	酸	swan⁵⁵	274
2150	Xiamen	sour	138	酸	sŋ̍⁵⁵	274
2151	Hefei	sour	138	酸	sʊ̃²¹	274
2152	Jinan	sour	138	酸	swã²¹³	274
2153	Hangzhou	sour	138	酸	sɥõ³³	274
2154	Guangzhou	sour	138	酸	syn⁵³	274
2155	Nanchang	sour	138	酸	sɵn⁴²	274
2156	Chengdu	sour	138	酸	swan⁵⁵	274
2157	Taiyuan	sour	138	酸	swæ̃¹¹	274
2158	Shexian	sour	138	酸	so³¹	274
2159	Beijing	sour	138	酸	swan⁵⁵	274
2160	Kunming	sour	138	酸	swᴀ̃⁴⁴	274
2161	Shanghai	sour	138	酸	sø⁵³	274
# 
2162	Meixian	salty	139	咸	ham¹¹	38
2163	Changsha	salty	139	咸	xan¹³	38
2164	Guixian	salty	139	咸	ɕjan²¹	38
2165	Xiamen	salty	139	咸	kjam³⁵	38
2166	Hefei	salty	139	咸	ɕjɪ̃⁵⁵	38
2167	Jinan	salty	139	咸	ɕjã⁴²	38
2168	Hangzhou	salty	139	咸	ɦjᴇ̃²¹³	38
2169	Guangzhou	salty	139	咸	ham²¹	38
2170	Nanchang	salty	139	咸	han²⁴	38
2171	Chengdu	salty	139	咸	xan³¹	38
2172	Taiyuan	salty	139	咸	ɕje¹¹	38
2173	Shexian	salty	139	咸	xɛ⁴⁴	38
2174	Beijing	salty	139	咸	ɕjan³⁵	38
2175	Kunming	salty	139	咸	ɕjɛ̃³¹	38
2176	Shanghai	salty	139	咸	ɦe¹³	38
# 
2177	Meixian	light	140	淡	tʰam⁴⁴	1101
2178	Changsha	light	140	淡	tan¹¹	1101
2179	Guixian	light	140	淡	tan²¹³	1101
2180	Hefei	light	140	淡	tæ̃⁵³	1101
2181	Jinan	light	140	淡	tã²¹	1101
2182	Jinan	light	140	甜	tʰjã⁴²	1177
2183	Hangzhou	light	140	淡	dᴇ̃¹³	1101
2184	Guangzhou	light	140	淡	tʰam²³	1101
2185	Nanchang	light	140	淡	tʰan²¹	1101
2186	Chengdu	light	140	淡	tan¹³	1101
2187	Taiyuan	light	140	寡	kwa⁵³	495
2188	Taiyuan	light	140	甜	tʰje¹¹	1177
2189	Shexian	light	140	淡	tɛ³⁵	1101
2190	Beijing	light	140	淡	tan⁵¹	1101
2191	Kunming	light	140	淡	tᴀ̃²¹²	1101
2192	Shanghai	light	140	淡	de¹³	1101
# 
2193	Meixian	fat	141	肥	pʰi¹¹	941
2194	Changsha	fat	141	壮	ʨɥan⁵⁵	1143
2195	Changsha	fat	141	胖	pʰan⁵⁵	102
2196	Guixian	fat	141	胖	pʰaŋ²¹³	102
2197	Xiamen	fat	141	肥	pwi³⁵	941
2198	Hefei	fat	141	胖	pʰɑ̃⁵³	102
2199	Jinan	fat	141	胖	pʰaŋ²¹	102
2200	Hangzhou	fat	141	壮	ʦɥɑŋ⁴⁴⁵	1143
2201	Hangzhou	fat	141	胖	pʰɑŋ⁴⁴⁵	102
2202	Guangzhou	fat	141	肥	fej²¹	941
2203	Nanchang	fat	141	胖	pʰɔŋ²¹³	102
2204	Chengdu	fat	141	胖	pʰaŋ¹³	102
2205	Taiyuan	fat	141	肉	zəw⁴⁵	600
2206	Shexian	fat	141	壮	ʦo³²⁴	1143
2207	Shexian	fat	141	胖	pʰo³²⁴	102
2208	Beijing	fat	141	胖	pʰɑŋ⁵¹	102
2209	Kunming	fat	141	胖	pʰᴀ̃²¹²	102
2210	Shanghai	fat	141	壮	ʦɑ̃³	1143
2211	Shanghai	fat	141	胖	pʰɑ̃³⁵	102
# 
2212	Meixian	thin	142	瘦	sew⁵³	683
2213	Changsha	thin	142	瘦	ʂəw⁵⁵	683
2214	Changsha	thin	142	精	ʦin³³	93
2215	Guixian	thin	142	瘦	səw²¹³	683
2216	Hefei	thin	142	瘦	sɯ⁵³	683
2217	Jinan	thin	142	瘦	ʂow²¹	683
2218	Hangzhou	thin	142	瘦	sej⁴⁴⁵	683
2219	Guangzhou	thin	142	瘦	sɐw³³	683
2220	Nanchang	thin	142	瘦	sɛw⁴⁵	683
2221	Chengdu	thin	142	瘦	səw¹³	683
2222	Taiyuan	thin	142	瘦	səw⁴⁵	683
2223	Shexian	thin	142	瘦	ɕju³²⁴	683
2224	Beijing	thin	142	瘦	ʂow⁵¹	683
2225	Kunming	thin	142	瘦	səw²¹²	683
2226	Shanghai	thin	142	瘦	sɤ³⁵	683
# 
2227	Meixian	cold	143	寒	hon¹¹	44
2228	Changsha	cold	143	冷	lən⁴¹	177
2229	Guixian	cold	143	冷	len⁴²	177
2230	Xiamen	cold	143	寒	kwã³⁵	44
2231	Xiamen	cold	143	冷	liŋ⁵³	177
2232	Hefei	cold	143	冷	lən²⁴	177
2233	Jinan	cold	143	冷	ləŋ⁵⁵	177
2234	Hangzhou	cold	143	冷	len⁵³	177
2235	Hangzhou	cold	143	瀴	ʔin⁴⁴⁵	897
2236	Guangzhou	cold	143	冻	toŋ³³	776
2237	Nanchang	cold	143	冷	lɑŋ²¹³	177
2238	Chengdu	cold	143	冷	nən⁵³	177
2239	Taiyuan	cold	143	冻	twəŋ⁴⁵	776
2240	Shexian	cold	143	冷	lɛ³⁵	177
2241	Beijing	cold	143	冷	ləŋ²¹⁴	177
2242	Kunming	cold	143	冷	lə̃⁵³	177
2243	Shanghai	cold	143	冷	lã¹³	177
2244	Shanghai	cold	143	瀴	iŋ³⁵	897
# 
2245	Meixian	hot	144	热	ŋjat⁵	834
2246	Changsha	hot	144	热	ɥe²⁴	834
2247	Guixian	hot	144	热	zɛ²¹	834
2248	Xiamen	hot	144	热	lwaʔ⁵	834
2249	Xiamen	hot	144	烧	sjo⁵⁵	496
2250	Hefei	hot	144	热	ʐɐʔ⁵	834
2251	Jinan	hot	144	热	ʐə²¹	834
2252	Hangzhou	hot	144	热	zɥəʔ²	834
2253	Guangzhou	hot	144	热	jit²	834
2254	Guangzhou	hot	144	庆	heŋ³³	956
2255	Nanchang	hot	144	热	lɛʔ⁵	834
2256	Chengdu	hot	144	热	ze³¹	834
2257	Taiyuan	hot	144	热	zaʔ²	834
2258	Shexian	hot	144	热	ne²²	834
2259	Beijing	hot	144	热	ʐɤ⁵¹	834
2260	Kunming	hot	144	热	ʐə³¹	834
2261	Kunming	hot	144	热和	ʐə³¹xo³¹	1067
2262	Kunming	hot	144	热乎	ʐə³¹xu⁴⁴	96
2263	Shanghai	hot	144	暖热	nø¹³ȵjɪ¹	1002
2264	Shanghai	hot	144	热	ȵjɪʔ¹	834
# 
2265	Meixian	well smelling	145	香	hjoŋ⁴⁴	1092
2266	Changsha	well smelling	145	香	ɕjan³³	1092
2267	Guixian	well smelling	145	香	ɕjaŋ⁵⁵	1092
2268	Xiamen	well smelling	145	芳	pʰaŋ⁵⁵	895
2269	Hefei	well smelling	145	香	ɕjɑ̃²¹	1092
2270	Jinan	well smelling	145	香	ɕjaŋ²¹³	1092
2271	Hangzhou	well smelling	145	香	ɕjɑŋ³³	1092
2272	Guangzhou	well smelling	145	香	hœŋ⁵³	1092
2273	Nanchang	well smelling	145	香	ɕjɔŋ⁴²	1092
2274	Chengdu	well smelling	145	香	ɕjaŋ⁵⁵	1092
2275	Taiyuan	well smelling	145	香	ɕjɒ̃¹¹	1092
2276	Shexian	well smelling	145	香	ɕja³¹	1092
2277	Beijing	well smelling	145	香	ɕjɑŋ⁵⁵	1092
2278	Kunming	well smelling	145	香	ɕjᴀ̃⁴⁴	1092
2279	Shanghai	well smelling	145	香	ɕjã⁵³	1092
# 
2280	Meixian	stinky	146	臭	ʦʰu⁵³	133
2281	Changsha	stinky	146	臭	t͡ʂʰəw⁵⁵	133
2282	Guixian	stinky	146	臭	ʦʰəw²¹³	133
2283	Xiamen	stinky	146	臭	ʦʰaw²¹	133
2284	Hefei	stinky	146	臭	t͡ʂʰɯ⁵³	133
2285	Jinan	stinky	146	臭	t͡ʂʰow²¹	133
2286	Hangzhou	stinky	146	臭	ʦʰej⁴⁴⁵	133
2287	Guangzhou	stinky	146	臭	ʦʰɐw³³	133
2288	Guangzhou	stinky	146	冤	jyn⁵³	382
2289	Nanchang	stinky	146	臭	ʦʰɨw²¹³	133
2290	Chengdu	stinky	146	臭	ʦʰəw¹³	133
2291	Taiyuan	stinky	146	臭	ʦʰəw⁴⁵	133
2292	Shexian	stinky	146	臭	ʨʰju³²⁴	133
2293	Beijing	stinky	146	臭	t͡ʂʰow⁵¹	133
2294	Kunming	stinky	146	臭	t͡ʂʰəw²¹²	133
2295	Shanghai	stinky	146	臭	ʦʰɤ³⁵	133
# 
2296	Meixian	thick	147	粗	ʦʰɿ⁴⁴	1146
2297	Changsha	thick	147	粗	ʦʰəw³³	1146
2298	Guixian	thick	147	粗	ʦʰu⁵⁵	1146
2299	Hefei	thick	147	粗	ʦʰu²¹	1146
2300	Jinan	thick	147	粗	ʦʰu²¹³	1146
2301	Hangzhou	thick	147	粗	ʦʰu³³	1146
2302	Nanchang	thick	147	粗	ʦʰu⁴²	1146
2303	Chengdu	thick	147	粗	ʦʰu⁵⁵	1146
2304	Taiyuan	thick	147	粗	ʦʰu¹¹	1146
2305	Shexian	thick	147	粗	ʦʰu³¹	1146
2306	Beijing	thick	147	粗	ʦʰu⁵⁵	1146
2307	Beijing	thick	147	顸	xan⁵⁵	570
2308	Kunming	thick	147	粗	ʦʰu⁴⁴	1146
